"tumor","exp_sig3","rat_sig3","sig_max_wl","max_wl"
"SIM-05739",5.35406363441838,0.109266604784049,"Signature_5",0.999998008704904
"SIM-05740",13.9887416632502,0.411433578330887,"Signature_5",0.595432642358075
"SIM-05741",36.879723438088,0.4609965429761,"Signature_3",0.918405887784919
"SIM-05742",8.10885213608743,0.1095790829201,"Signature_5",0.999980185534765
"SIM-05743",8.84739691253221,0.340284496635854,"Signature_3",0.983051642037256
"SIM-05744",0,0,"Signature_5",0.999999999232977
"SIM-05745",11.0654856903853,0.190784236041126,"Signature_5",0.993585853672037
"SIM-05746",2.16860643321269,0.0401593783928276,"Signature_5",0.999994947242292
"SIM-05747",23.2431444059943,0.301859018259666,"Signature_5",0.679816444070031
"SIM-05748",0,0,"Signature_5",0.999999999994998
"SIM-05749",31.9284705842347,0.506801120384678,"Signature_3",0.999999909757067
"SIM-05750",0,0,"Signature_5",0.999998299744505
"SIM-05751",3.22695173148809,0.0586718496634199,"Signature_5",0.762247966933159
"SIM-05752",3.46436117823314,0.0866090294558285,"Signature_5",0.999989578893816
"SIM-05753",0,0,"Signature_5",0.998479369336306
"SIM-05754",12.9279492060213,0.140521187021971,"Signature_5",0.999999967838212
"SIM-05755",25.280500289015,0.361150004128785,"Signature_3",0.992662717799635
"SIM-05756",25.2610137539155,0.346041284300213,"Signature_3",0.9832296292748
"SIM-05757",0,0,"Signature_5",0.999999999998802
"SIM-05758",0,0,"Signature_5",0.999999999771297
"SIM-05759",9.87962792467056,0.128306856164553,"Signature_5",0.999752459370258
"SIM-05760",9.02933114153692,0.158409318272578,"Signature_5",0.99999964973486
"SIM-05761",13.3641156347723,0.208814306793318,"Signature_5",0.99999948634898
"SIM-05762",5.33350938765608,0.126988318753716,"Signature_5",0.999946094182268
"SIM-05763",0,0,"Signature_5",0.999999935448356
"SIM-05764",0,0,"Signature_5",0.999999999996897
"SIM-05765",0,0,"Signature_5",0.758750866147251
"SIM-05766",36.0041893210068,0.500058185013983,"Signature_3",0.999989876099482
"SIM-05767",10.1290118338064,0.187574293218636,"Signature_5",0.999999768245333
"SIM-05768",22.7740323718512,0.542238865996457,"Signature_5",0.99802592389627
"SIM-05769",0,0,"Signature_5",0.999999276228447
"SIM-05770",0,0,"Signature_5",0.999999999990216
"SIM-05771",8.25468552169363,0.139909924096502,"Signature_3",0.965755057661022
"SIM-05772",14.2086157258363,0.208950231262298,"Signature_5",0.934649468898743
"SIM-05773",21.057552454779,0.334246864361571,"Signature_5",0.99999713404098
"SIM-05774",33.3331913194854,0.512818327992082,"Signature_3",0.999992717501002
